k,count,Spsi_mean,Spsi_sem
1.1159710231868039e-01,6.9200000000000000e+02,1.6828206187403713e-11,3.4241349677392554e-13
1.1198059751565180e-01,6.4800000000000000e+02,1.6601041036643267e-11,3.3979311983217099e-13
1.1236409271262321e-01,6.4400000000000000e+02,1.6383153616715779e-11,3.3732829914883758e-13
1.1274758790959463e-01,6.3600000000000000e+02,1.6177696216926927e-11,3.3258689275222300e-13
1.1313108310656604e-01,5.9200000000000000e+02,1.5955749976122173e-11,3.2903026583899311e-13
1.1351457830353745e-01,6.2000000000000000e+02,1.5767534972805700e-11,3.2357653078120497e-13
1.1389807350050886e-01,5.8800000000000000e+02,1.5536449031309078e-11,3.1675246552165801e-13
1.1428156869748027e-01,6.0400000000000000e+02,1.5333759103173497e-11,3.1200469436508408e-13
1.1466506389445168e-01,5.6000000000000000e+02,1.5128779241680358e-11,3.0794087769503304e-13
1.1504855909142309e-01,5.3200000000000000e+02,1.4924676910640926e-11,3.0773517181480045e-13
1.1543205428839450e-01,5.8800000000000000e+02,1.4730863187288497e-11,3.0045823886683504e-13
1.1581554948536590e-01,5.1200000000000000e+02,1.4521011151656433e-11,2.9834635107812093e-13
1.1619904468233731e-01,5.6400000000000000e+02,1.4328344078606908e-11,2.9311675609593015e-13
1.1658253987930872e-01,4.9200000000000000e+02,1.4129514259301835e-11,2.8779093814885358e-13
1.1696603507628014e-01,5.1600000000000000e+02,1.3931871868781107e-11,2.8556800614121335e-13
1.1734953027325155e-01,5.0400000000000000e+02,1.3732178409388122e-11,2.8156698598889880e-13
1.1773302547022296e-01,4.5200000000000000e+02,1.3556938124140807e-11,2.7968080649559074e-13
1.1811652066719437e-01,5.0800000000000000e+02,1.3370484734220439e-11,2.7643316479165256e-13
1.1850001586416578e-01,4.4800000000000000e+02,1.3172638356147384e-11,2.6968621833531006e-13
1.1888351106113719e-01,4.7600000000000000e+02,1.2985847065503446e-11,2.6596872976380519e-13
1.1926700625810860e-01,4.2800000000000000e+02,1.2813508633008499e-11,2.6235680136046540e-13
1.1965050145508001e-01,4.0800000000000000e+02,1.2614479843363561e-11,2.5821600162618155e-13
1.2003399665205142e-01,4.6800000000000000e+02,1.2461074011585144e-11,2.5398808593021463e-13
1.2041749184902283e-01,3.9600000000000000e+02,1.2254551306351023e-11,2.4901989236371469e-13
1.2080098704599425e-01,4.2000000000000000e+02,1.2093767851922129e-11,2.4487682809595735e-13
1.2118448224296566e-01,3.8400000000000000e+02,1.1909504560874668e-11,2.4411217253873479e-13
1.2156797743993707e-01,3.7200000000000000e+02,1.1722274348388365e-11,2.4059198162356784e-13
1.2195147263690848e-01,3.9600000000000000e+02,1.1574654691996001e-11,2.3594094765431354e-13
1.2233496783387988e-01,3.4400000000000000e+02,1.1384154968704381e-11,2.3368987946564628e-13
1.2271846303085129e-01,3.8800000000000000e+02,1.1221038324644458e-11,2.2888076128039753e-13
1.2310195822782270e-01,3.2400000000000000e+02,1.1057439412564179e-11,2.2579125174388732e-13
1.2348545342479411e-01,3.4000000000000000e+02,1.0889263819775931e-11,2.2363141068777522e-13
1.2386894862176552e-01,3.4400000000000000e+02,1.0717209362540377e-11,2.1821843601671891e-13
1.2425244381873693e-01,2.8400000000000000e+02,1.0563143072153353e-11,2.1616016229511942e-13
1.2463593901570834e-01,3.4000000000000000e+02,1.0413966659026490e-11,2.1352970186494296e-13
1.2501943421267975e-01,2.8800000000000000e+02,1.0238443487207283e-11,2.0840838217286365e-13
1.2540292940965117e-01,3.0000000000000000e+02,1.0089284173539613e-11,2.0431411744168193e-13
1.2578642460662257e-01,2.8400000000000000e+02,9.9131160020953553e-12,2.0357722170311313e-13
1.2616991980359399e-01,2.4000000000000000e+02,9.7658578994174247e-12,1.9718339452871667e-13
1.2655341500056538e-01,3.0800000000000000e+02,9.6255928838791276e-12,1.9728028787963297e-13
1.2693691019753681e-01,2.2800000000000000e+02,9.4458438073505420e-12,1.9203549213162699e-13
1.2732040539450823e-01,2.6800000000000000e+02,9.3187693290645825e-12,1.9194129914640417e-13
1.2770390059147962e-01,2.2400000000000000e+02,9.1475773579162131e-12,1.8871437322933810e-13
1.2808739578845105e-01,2.2800000000000000e+02,9.0118684260149522e-12,1.8418486817350165e-13
1.2847089098542244e-01,2.3600000000000000e+02,8.8486438249614266e-12,1.7915028798266826e-13
1.2885438618239387e-01,1.7600000000000000e+02,8.7188181645261005e-12,1.7896166994311191e-13
1.2923788137936526e-01,2.3600000000000000e+02,8.5743447601773701e-12,1.7607440897639441e-13
1.2962137657633668e-01,1.8000000000000000e+02,8.4201051212350618e-12,1.7031283725610315e-13
1.3000487177330808e-01,1.9600000000000000e+02,8.2727881727642331e-12,1.7049704117818487e-13
1.3038836697027950e-01,1.6800000000000000e+02,8.1508697812053485e-12,1.6711428936363341e-13
1.3077186216725090e-01,1.4800000000000000e+02,7.9678292067591738e-12,1.6082980201542490e-13
1.3115535736422232e-01,1.8800000000000000e+02,7.8877127193540691e-12,1.6108453330708797e-13
1.3153885256119374e-01,1.3600000000000000e+02,7.6827233027097109e-12,1.5497124259169539e-13
1.3192234775816514e-01,1.5600000000000000e+02,7.5982533656128206e-12,1.5319529464292209e-13
1.3230584295513656e-01,1.3200000000000000e+02,7.4048415271629229e-12,1.4864652567327914e-13
1.3268933815210796e-01,1.0800000000000000e+02,7.3232094086823251e-12,1.4745146076544474e-13
1.3307283334907938e-01,1.4400000000000000e+02,7.1503047269994085e-12,1.4280739069809414e-13
1.3345632854605077e-01,7.6000000000000000e+01,7.0304977532750087e-12,1.4032468700206227e-13
1.3383982374302220e-01,1.4000000000000000e+02,6.8826956778344120e-12,1.4174297597623436e-13
1.3422331893999359e-01,6.4000000000000000e+01,6.7439610611742331e-12,1.3271281040770890e-13
1.3460681413696501e-01,1.0000000000000000e+02,6.6197498538191315e-12,1.3451670465254587e-13
1.3499030933393641e-01,6.8000000000000000e+01,6.4445266896336618e-12,1.2806607886578584e-13
1.3537380453090783e-01,4.8000000000000000e+01,6.3507827527500570e-12,1.3036329296715445e-13
1.3575729972787925e-01,8.4000000000000000e+01,6.2081292013408449e-12,1.2393507332327451e-13
1.3614079492485065e-01,3.6000000000000000e+01,6.0484778985051575e-12,1.2211520520050604e-13
1.3652429012182207e-01,6.0000000000000000e+01,5.8985073226825596e-12,1.1759681267201838e-13
1.3690778531879347e-01,2.4000000000000000e+01,5.7357911040331787e-12,1.1117385352445186e-13
1.3729128051576489e-01,2.0000000000000000e+01,5.6240102061555604e-12,1.0981290753384747e-13
1.3767477571273629e-01,2.8000000000000000e+01,5.4579484511009876e-12,1.0270602312114695e-13
1.3805827090970771e-01,8.0000000000000000e+00,5.2541066262843637e-12,9.5235569141202116e-14
1.3844176610667910e-01,4.0000000000000000e+00,5.0816860394059062e-12,8.1325860483999190e-14
