k,count,transfer_mean,transfer_std,transfer_sem,dissipation_mean,dissipation_std,dissipation_sem,production_mean,production_std,production_sem,total_mean,total_std,total_sem
4.8320394818397699e-02,7.7600000000000000e+02,1.2914530796025676e-14,5.9691244662248831e-16,2.1104041939070728e-16,-1.1644353056704533e-12,7.5363709331473405e-16,2.6645094961828367e-16,1.1515411273865469e-12,3.4459318961134289e-16,1.2183209056244115e-16,2.0352512119180915e-17,8.2836264183952397e-17,2.9287042066316531e-17
4.8703890015369108e-02,8.3200000000000000e+02,1.3677404245899208e-14,6.3543304794061993e-16,2.2465950859442443e-16,-1.2288466591492681e-12,6.2835992839600245e-16,2.2215878319735335e-16,1.2151799365401959e-12,3.7263259107702029e-16,1.3174551602083740e-16,1.0681636826521548e-17,7.8800682482328696e-17,2.7860248472691303e-17
4.9087385212340517e-02,7.8800000000000000e+02,1.2800280063858975e-14,5.7872833775943135e-16,2.0461136604725628e-16,-1.1455553531272578e-12,6.9536130668566489e-16,2.4584734766608611e-16,1.1327984948719282e-12,2.3543637956638061e-16,8.3239330264698821e-17,4.3421808529569478e-17,4.1705521724854695e-17,1.4745128612283817e-17
4.9470880409311926e-02,8.1600000000000000e+02,1.3074574714307452e-14,6.1198384373234168e-16,2.1636896293987359e-16,-1.1682831210168593e-12,8.1245084446496640e-16,2.8724475075095736e-16,1.1551669912337468e-12,2.7318568143843781e-16,9.6585723934093660e-17,-4.1555068805101273e-17,8.2752117376097601e-17,2.9257291677091871e-17
4.9854375606283335e-02,8.0000000000000000e+02,1.2672041075285615e-14,5.7059768565886419e-16,2.0173674642936643e-16,-1.1278092931542575e-12,4.5717720633351688e-16,1.6163655140117558e-16,1.1151216816671470e-12,2.5620155986407065e-16,9.0580930165227782e-17,-1.5570411824910093e-17,7.1542430582422175e-17,2.5294068903699281e-17
5.0237870803254751e-02,8.1200000000000000e+02,1.2724345924649529e-14,5.7523793003300962e-16,2.0337732056102691e-16,-1.1276809043281178e-12,6.8229775143256211e-16,2.4122868341314902e-16,1.1149641227327604e-12,3.3154447541993215e-16,1.1721867341718531e-16,7.5643292920254190e-18,7.3628581252417116e-17,2.6031634546364420e-17
5.0621366000226160e-02,8.4800000000000000e+02,1.3138440904780214e-14,6.0188548433831001e-16,2.1279865373668427e-16,-1.1599748632151131e-12,7.0348269056244397e-16,2.4871869047203086e-16,1.1468427167660355e-12,3.2905774062185302e-16,1.1633947989781816e-16,6.2944557026702943e-18,5.9015198068446066e-17,2.0865023373632727e-17
5.1004861197197569e-02,8.3200000000000000e+02,1.2705851960915122e-14,5.6539537878903414e-16,1.9989745319663135e-16,-1.1210523332995471e-12,5.1052023145842565e-16,1.8049615879858927e-16,1.1083248505733572e-12,3.7476173309613813e-16,1.3249828140075112e-16,-2.1630765274878759e-17,3.0235469961957616e-17,1.0689852921231196e-17
5.1388356394168978e-02,8.5600000000000000e+02,1.2924304291342468e-14,5.9227253111867576e-16,2.0939996153226803e-16,-1.1359277079753817e-12,5.0359523006420826e-16,1.7804780107580056e-16,1.1229645905532090e-12,3.7141513127068084e-16,1.3131507897839506e-16,-3.8813130830269557e-17,5.7488427307419058e-17,2.0325228394412955e-17
5.1771851591140387e-02,8.2800000000000000e+02,1.2353192610581092e-14,5.5343879783757044e-16,1.9567016346133839e-16,-1.0827305634161228e-12,6.8949291349311697e-16,2.4377255735552629e-16,1.0703487409230011e-12,2.4479441237391042e-16,8.6547894493084077e-17,-2.8629882540688908e-17,6.4968187229140360e-17,2.2969722875561200e-17
5.2155346788111803e-02,8.8000000000000000e+02,1.2969702367734125e-14,5.9940854396380396e-16,2.1192292306898027e-16,-1.1337091015420395e-12,4.2682589935651430e-16,1.5090574391051904e-16,1.1207262535565207e-12,3.2292097596431116e-16,1.1416980594587127e-16,-1.3145617784414557e-17,5.9638775599500051e-17,2.1085491324034645e-17
5.2538841985083212e-02,8.4800000000000000e+02,1.2360831741695247e-14,5.5642457602422647e-16,1.9672579546279007e-16,-1.0768956203121525e-12,5.3604934311875067e-16,1.8952206278493148e-16,1.0645516999022452e-12,1.5513036809069634e-16,5.4846867622448287e-17,1.6911331787945619e-17,8.1922379149643207e-17,2.8963934913824071e-17
5.2922337182054621e-02,8.4400000000000000e+02,1.2160914957727243e-14,5.5255954585185118e-16,1.9535930094060149e-16,-1.0565799263138487e-12,6.1973362367928133e-16,2.1910892391646587e-16,1.0444040666865830e-12,2.9038666317831357e-16,1.0266718934975972e-16,-1.4944669538345335e-17,6.6422607919165064e-17,2.3483938241868444e-17
5.3305832379026030e-02,8.8800000000000000e+02,1.2639815458213858e-14,5.6594576731575328e-16,2.0009204492639653e-16,-1.0957002377117370e-12,6.3830550117659209e-16,2.2567507417532303e-16,1.0830430046120139e-12,1.7140752661266819e-16,6.0601712207115644e-17,-1.7417641509274545e-17,5.8637996310102541e-17,2.0731662413032627e-17
5.3689327575997439e-02,8.9600000000000000e+02,1.2610137085002041e-14,5.4950403337201110e-16,1.9427901414335396e-16,-1.0897906366972294e-12,5.7495970319098105e-16,2.0327895251767365e-16,1.0771716490720707e-12,3.7023024967686754e-16,1.3089616007345081e-16,-8.8505401566993669e-18,5.4065843770991477e-17,1.9115162380520266e-17
5.4072822772968848e-02,8.8800000000000000e+02,1.2358981820678752e-14,5.3823672267977168e-16,1.9029541824524488e-16,-1.0644510454462348e-12,5.6606832748008131e-16,2.0013537648804637e-16,1.0520325519868325e-12,2.0790247456304912e-16,7.3504624794497856e-17,-5.9511638723504485e-17,5.2568805120368430e-17,1.8585879289743309e-17
5.4456317969940264e-02,8.7600000000000000e+02,1.2055965887027112e-14,5.4146298788451938e-16,1.9143607524733652e-16,-1.0356649499668741e-12,4.6499922076561515e-16,1.6440205112491345e-16,1.0235684408235200e-12,2.1485530180200072e-16,7.5962820439038469e-17,-4.0543256326911246e-17,4.8045335719449750e-17,1.6986591345803583e-17
5.4839813166911673e-02,8.6400000000000000e+02,1.1753651915752433e-14,5.2120144924722041e-16,1.8427253956348285e-16,-1.0076103524362975e-12,5.7205146602063744e-16,2.0225073540544929e-16,9.9583867130175704e-13,2.7882851403051466e-16,9.8580766529572651e-17,-1.8029218787862525e-17,3.9852646981159916e-17,1.4090038464305882e-17
5.5223308363883082e-02,9.3600000000000000e+02,1.2596648999410152e-14,5.6273216785023578e-16,1.9895586593935408e-16,-1.0765655794079405e-12,7.6690878444208196e-16,2.7114320101526420e-16,1.0639543617802850e-12,3.0366317457524495e-16,1.0736114496939506e-16,-1.4568628245570988e-17,8.3119440676009518e-17,2.9387160075219639e-17
5.5606803560854491e-02,9.3200000000000000e+02,1.2381572834133055e-14,5.4833526746376714e-16,1.9386579299368449e-16,-1.0567895016037684e-12,4.7125595188270907e-16,1.6661413962539247e-16,1.0443580010312540e-12,2.5473366680384172e-16,9.0061951596755505e-17,-4.9927738381359203e-17,5.7389859588185353e-17,2.0290379443074831e-17
5.5990298757825900e-02,9.2000000000000000e+02,1.2087272129342593e-14,5.3712513433633073e-16,1.8990241241747736e-16,-1.0287225234238953e-12,6.9970213371328426e-16,2.4738206177967983e-16,1.0166701472105386e-12,1.9644161599543885e-16,6.9452599388809281e-17,3.4895915985862134e-17,6.0081919308473246e-17,2.1242166284862197e-17
5.6373793954797316e-02,9.0400000000000000e+02,1.1753348402882388e-14,5.0520690087168336e-16,1.7861761275430360e-16,-9.9738724622893618e-13,6.8977818496597788e-16,2.4387341605199580e-16,9.8562313088548536e-13,3.2349304026049583e-16,1.1437206121742470e-16,-1.0766940568366920e-17,5.1431977778319674e-17,1.8183950128442830e-17
5.6757289151768725e-02,9.4400000000000000e+02,1.2142712290369963e-14,5.2828481745236631e-16,1.8677688840923279e-16,-1.0276099725044739e-12,5.1997599203683990e-16,1.8383927501172585e-16,1.0153966381922035e-12,2.0200088285278054e-16,7.1418097035435247e-17,-7.0622021900339083e-17,6.5234194893643072e-17,2.3063770787269931e-17
5.7140784348740134e-02,9.5600000000000000e+02,1.2161313417837482e-14,5.2964470691585866e-16,1.8725768193988256e-16,-1.0265485185937774e-12,6.1639066198488499e-16,2.1792700847478861e-16,1.0143834472384316e-12,2.1857995393119502e-16,7.7279683828095569e-17,-3.7579375083247136e-18,6.1033698121304017e-17,2.1578670911233357e-17
5.7524279545711543e-02,9.1200000000000000e+02,1.1475621873253474e-14,4.9592307823546520e-16,1.7533528578360208e-16,-9.6641705429959087e-13,4.7373173325593197e-16,1.6748946052426309e-16,9.5490261922963854e-13,1.7538835908270164e-16,6.2009149024279764e-17,-3.8813196698791992e-17,8.4738118542724791e-17,2.9959449123275112e-17
5.7907774742682952e-02,9.6800000000000000e+02,1.2052846090899453e-14,5.1861213593314058e-16,1.8335707906198161e-16,-1.0122186169910096e-12,4.4586403249311726e-16,1.5763674043153118e-16,1.0000958949731085e-12,2.6215233859121374e-16,9.2684848160879538e-17,-6.9875927001680320e-17,5.1858446415728339e-17,1.8334729561180359e-17
5.8291269939654361e-02,9.1600000000000000e+02,1.1285932183378274e-14,4.8746224704943946e-16,1.7234393023054538e-16,-9.4555031085421948e-13,5.5450964690856078e-16,1.9604876578120070e-16,9.3427005176216920e-13,1.9350935297392974e-16,6.8415887855443454e-17,5.6730913280625069e-18,4.8115996475240489e-17,1.7011573695595285e-17
5.8674765136625777e-02,9.9200000000000000e+02,1.2093444317235481e-14,5.2122203443544385e-16,1.8427981752657526e-16,-1.0106093583845435e-12,5.6215311566187274e-16,1.9875114007482789e-16,9.9847027057928694e-13,1.3966565978457580e-16,4.9379267566283412e-17,-4.5643488020928491e-17,5.3094236437462155e-17,1.8771647313425685e-17
5.9058260333597186e-02,9.6000000000000000e+02,1.1582754126258463e-14,4.9577616351519333e-16,1.7528334358612189e-16,-9.6537075523559767e-13,4.5454899932921485e-16,1.6070733990362362e-16,9.5377072564904103e-13,1.5492139615428559e-16,5.4772984885791429e-17,-1.7275460298294524e-17,6.2925472109326752e-17,2.2247514018934955e-17
5.9441755530568595e-02,9.4800000000000000e+02,1.1312078369123665e-14,4.8500074814955710e-16,1.7147365894855033e-16,-9.4121375635547010e-13,6.0723904847697362e-16,2.1469142448966735e-16,9.2990800774888609e-13,1.7500349342382598e-16,6.1873078465661356e-17,6.3297625397498034e-18,7.8098432373761129e-17,2.7611965565762744e-17
5.9825250727540004e-02,9.9200000000000000e+02,1.1707481816859157e-14,4.8954802909823535e-16,1.7308136554593575e-16,-9.7246040819452866e-13,5.3945584031079577e-16,1.9072644141722549e-16,9.6071356809760844e-13,1.8867869518678565e-16,6.6707992416002862e-17,-3.9358280060837965e-17,4.1299870107120469e-17,1.4601709107434232e-17
6.0208745924511413e-02,1.0080000000000000e+03,1.1758298467227975e-14,5.0058220642185822e-16,1.7698253635111001e-16,-9.7541402026928227e-13,3.8829110112139964e-16,1.3728163533866655e-16,9.6366094365673629e-13,1.7566032355749582e-16,6.2105302986464163e-17,5.2218546818817577e-18,3.9184051683766090e-17,1.3853654329977578e-17
6.0592241121482829e-02,1.0080000000000000e+03,1.1640724127441903e-14,4.9428677892888385e-16,1.7475676661573482e-16,-9.6291992477486698e-13,6.1376068599356608e-16,2.1699717154587892e-16,9.5127512466890276e-13,2.0693278721993563e-16,7.3161788546524707e-17,-4.0759785222313955e-18,1.0083045700819393e-16,3.5648949950316285e-17
6.0975736318454238e-02,9.7200000000000000e+02,1.1115738221264738e-14,4.6569992744452185e-16,1.6464978834705228e-16,-9.1701839461811913e-13,4.2663757495791019e-16,1.5083916118086113e-16,9.0591036368863787e-13,1.6997646069067250e-16,6.0095753998231569e-17,7.7072917835632069e-18,7.0029748544446757e-17,2.4759255040283527e-17
6.1359231515425647e-02,9.7600000000000000e+02,1.1043288577647824e-14,4.5827065221766168e-16,1.6202314290094525e-16,-9.0953606215322304e-13,4.5247306301454673e-16,1.5997338558091699e-16,8.9844073874865728e-13,1.4734874218154676e-16,5.2095647397939992e-17,-5.2034826917862164e-17,4.3196276545192493e-17,1.5272190033557511e-17
6.1742726712397056e-02,1.0480000000000000e+03,1.1743487518994012e-14,4.9292150705232415e-16,1.7427407011469550e-16,-9.6467893308466628e-13,3.8960930958757672e-16,1.3774769241139223e-16,9.5291096621636980e-13,1.7278396290038595e-16,6.1088355923573879e-17,-2.4479349302501094e-17,4.8867025770241168e-17,1.7277102649277648e-17
6.2126221909368465e-02,1.0040000000000000e+03,1.1124531114318221e-14,4.6769784227211088e-16,1.6535615790846295e-16,-9.1262686988735146e-13,4.8416231605718488e-16,1.7117722843950993e-16,9.0147706412124677e-13,1.5454350195490481e-16,5.4639379110314825e-17,-2.5274651786534540e-17,3.3026202178131799e-17,1.1676525758497461e-17
6.2509717106339874e-02,1.0480000000000000e+03,1.1484471828544422e-14,4.7804407320388750e-16,1.6901410293425359e-16,-9.4102054206058121e-13,4.9608371839252461e-16,1.7539208065579587e-16,9.2949261084834630e-13,2.1707088325130369e-16,7.6746146772575095e-17,-4.3459383690213448e-17,7.5477557457546777e-17,2.6685346352814296e-17
6.2893212303311283e-02,1.0080000000000000e+03,1.0946263744294167e-14,4.6057614085858870e-16,1.6283825622691928e-16,-8.9406561986984083e-13,4.5157430682423056e-16,1.5965562728251402e-16,8.8311549748248056e-13,1.3275443689936742e-16,4.6935781282072163e-17,-3.8586430660683190e-18,6.2126897685196575e-17,2.1965175323642659e-17
6.3276707500282692e-02,1.0480000000000000e+03,1.1260239204265270e-14,4.7178026714866137e-16,1.6679951306540970e-16,-9.1837459989541485e-13,5.0868106707125895e-16,1.7984591599364809e-16,9.0708247039093794e-13,1.1657307174050930e-16,4.1214804765730004e-17,-3.1890300211772626e-17,6.4653865174255005e-17,2.2858593247318237e-17
6.3660202697254115e-02,1.0520000000000000e+03,1.1189113537164491e-14,4.6824413017234208e-16,1.6554929984782977e-16,-9.1086836228405860e-13,5.1672409237517301e-16,1.8268955486047442e-16,8.9968928915269966e-13,1.0420825296659808e-16,3.6843181164142325e-17,1.0040405805508619e-17,4.4677576304023510e-17,1.5795908585777216e-17
6.4043697894225524e-02,1.0160000000000000e+03,1.0693145943286885e-14,4.4782441817509231e-16,1.5832984143626397e-16,-8.6930691437023537e-13,4.1669054297575922e-16,1.4732235429723191e-16,8.5861086265412833e-13,2.2488899311449856e-16,7.9510266022738354e-17,-2.9057728201073839e-18,8.7410713003170375e-17,3.0904353956446445e-17
6.4427193091196933e-02,1.0640000000000000e+03,1.1093362952844268e-14,4.6218288115767569e-16,1.6340632470746432e-16,-8.9968754275003918e-13,4.6108735672624405e-16,1.6301899833025391e-16,8.8855727362383929e-13,1.6439428981690586e-16,5.8122158558940368e-17,-3.6906173355598874e-17,2.9995374080260989e-17,1.0604966208189873e-17
6.4810688288168342e-02,1.0760000000000000e+03,1.1103458530560511e-14,4.6229039824259292e-16,1.6344433773738351e-16,-8.9905813462574512e-13,5.4723708668610196e-16,1.9347752745625659e-16,8.8794959825921318e-13,1.9536608256621474e-16,6.9072340898210688e-17,-5.0778359714144328e-18,3.5999175607119673e-17,1.2727630594459833e-17
6.5194183485139751e-02,1.0880000000000000e+03,1.1118985029854684e-14,4.6310196621664401e-16,1.6373127034630621e-16,-8.9815976657501224e-13,4.4864339851949909e-16,1.5861939471385822e-16,8.8701473090765080e-13,1.6779822665541205e-16,5.9325631969559578e-17,-2.6050637506737644e-17,6.1080121732743938e-17,2.1595084136461524e-17
6.5577678682111160e-02,1.0880000000000000e+03,1.0997624023621355e-14,4.5074927533834561e-16,1.5936393460333320e-16,-8.8764618651264663e-13,5.3294143241508768e-16,1.8842325041799030e-16,8.7659536773880187e-13,1.9764050928543185e-16,6.9876472176445835e-17,-5.3194750223359176e-17,6.5569586077067193e-17,2.3182349477344620e-17
6.5961173879082569e-02,1.0200000000000000e+03,1.0206117828162364e-14,4.2526123862131796e-16,1.5035255280246221e-16,-8.2275653770962914e-13,4.2354179424911293e-16,1.4974463741473261e-16,8.1251435514961172e-13,1.8012588190799872e-16,6.3684116282176569e-17,-3.6064731854970895e-17,6.2853791343663115e-17,2.2222171041194254e-17
6.6344669076053978e-02,1.1120000000000000e+03,1.1036707287066259e-14,4.4744499435653821e-16,1.5819569485874232e-16,-8.8680483526327574e-13,4.3378072851984671e-16,1.5336464734221221e-16,8.7576324054779750e-13,1.5644790572581545e-16,5.5312687520578900e-17,-4.8874284119776736e-18,3.3705540567826436e-17,1.1916708149534173e-17
6.6728164273025387e-02,1.0960000000000000e+03,1.0761428069618010e-14,4.4041587441198936e-16,1.5571052566946027e-16,-8.6391634132531979e-13,4.0406215130859389e-16,1.4285754360556577e-16,8.5311031464077187e-13,2.2233928493230090e-16,7.8608808049898965e-17,-4.4598614929872068e-17,6.3388966662924256e-17,2.2411384089880866e-17
6.7111659469996796e-02,1.0880000000000000e+03,1.0579826963317538e-14,4.3803869148239256e-16,1.5487006458464087e-16,-8.4782900713638094e-13,4.4655609162828406e-16,1.5788142028526046e-16,8.3719288375987564e-13,1.5929772297888692e-16,5.6320250072973529e-17,-5.6296413187570379e-17,4.5384295303026490e-17,1.6045771484071403e-17
6.7495154666968205e-02,1.1160000000000000e+03,1.0752591295843366e-14,4.3868655257001743e-16,1.5509911806880410e-16,-8.5989552282453846e-13,4.5912790161979887e-16,1.6232622633365491e-16,8.4911196313338278e-13,1.4639622389061262e-16,5.1758881326578118e-17,-3.0968395312364544e-17,8.0410857823616519e-17,2.8429531424053295e-17
6.7878649863939627e-02,1.0880000000000000e+03,1.0375318089890094e-14,4.2100546078888170e-16,1.4884790812019268e-16,-8.2896136682095394e-13,4.8480066558680305e-16,1.7140291908009007e-16,8.1856257876844360e-13,1.3622084514743923e-16,4.8161341671358437e-17,-2.3469962620251562e-17,4.9451951094377380e-17,1.7483904980869875e-17
6.8262145060911036e-02,1.1520000000000000e+03,1.0878595877729878e-14,4.4581394706018581e-16,1.5761903255689892e-16,-8.6782853115460625e-13,4.4637378608251783e-16,1.5781696554143083e-16,8.5693131026220201e-13,2.1408469716707781e-16,7.5690370557554585e-17,-1.8625014674464102e-17,7.2050484237663292e-17,2.5473692996113081e-17
6.8645640257882445e-02,1.1160000000000000e+03,1.0427562535219186e-14,4.3189950070798838e-16,1.5269953287085133e-16,-8.3128656176169397e-13,4.6668222689507929e-16,1.6499708364837477e-16,8.2083315388378135e-13,7.7084647939629534e-17,2.7253538641744833e-17,-2.5845342693620255e-17,6.4152959976579917e-17,2.2681496516314417e-17
6.9029135454853854e-02,1.1440000000000000e+03,1.0587688819085900e-14,4.3358899406280356e-16,1.5329685897483102e-16,-8.4276453612005163e-13,5.3920390599858091e-16,1.9063736918693512e-16,8.3214553605008991e-13,1.7370834033015162e-16,6.1415172698055426e-17,-3.1311250875903701e-17,5.5864158902941407e-17,1.9750962792776354e-17
6.9412630651825263e-02,1.1280000000000000e+03,1.0344972230048467e-14,4.2524398417819770e-16,1.5034645243559426e-16,-8.2180269282395569e-13,4.2687454158286858e-16,1.5092294153457261e-16,8.1138958899412124e-13,1.2186208261341625e-16,4.3084752492730945e-17,-6.8131599785974436e-17,4.3955598339976307e-17,1.5540650828654697e-17
6.9796125848796672e-02,1.1520000000000000e+03,1.0460135643367022e-14,4.2393470230969471e-16,1.4988355139174271e-16,-8.3002933115475606e-13,4.2864105572929930e-16,1.5154749860057416e-16,8.1952730773825221e-13,7.1775636291041439e-17,2.5376519572687329e-17,-4.1887773136711314e-17,3.3797722316994025e-17,1.1949299319503193e-17
7.0179621045768081e-02,1.1480000000000000e+03,1.0321927131024780e-14,4.1838566140136473e-16,1.4792166916406189e-16,-8.1820904024171281e-13,4.0116545498803125e-16,1.4183340679991179e-16,8.0781492452103565e-13,1.2558276475038566e-16,4.4400212277576307e-17,-7.2188589652313060e-17,3.8450724009302216e-17,1.3594383844254995e-17
7.0563116242739490e-02,1.1440000000000000e+03,1.0194194692339398e-14,4.1457399485123855e-16,1.4657404153145381e-16,-8.0664558829485542e-13,3.9091654208955324e-16,1.3820986889475975e-16,7.9639161556555349e-13,1.2555428454299509e-16,4.4390143003688573e-17,-5.9778036962542277e-17,3.6269593875946575e-17,1.2823237890281949e-17
7.0946611439710899e-02,1.1440000000000000e+03,1.0095239702878908e-14,4.0950645743396723e-16,1.4478239649561923e-16,-7.9802344419720556e-13,4.8514800517871414e-16,1.7152572217049751e-16,7.8787138590254414e-13,1.3516050427603244e-16,4.7786454561087942e-17,-5.6818591782606601e-17,4.8746935886128626e-17,1.7234644463573707e-17
7.1330106636682308e-02,1.1720000000000000e+03,1.0249434308565246e-14,4.1808183841127742e-16,1.4781425151577631e-16,-8.0882141537751880e-13,4.0230176761023974e-16,1.4223515398026754e-16,7.9851776622232057e-13,1.0374350629233234e-16,3.6678868401688728e-17,-5.4214846632895987e-17,6.0844704571976864e-17,2.1511851601068485e-17
7.1713601833653731e-02,1.1920000000000000e+03,1.0325415405701084e-14,4.1386072545305736e-16,1.4632186271732042e-16,-8.1387119890024493e-13,3.9139082131517770e-16,1.3837755192306723e-16,8.0350904858382997e-13,1.9349007814470602e-16,6.8409073174218307e-17,-3.6734910713876531e-17,5.4049913836525483e-17,1.9109530298177884e-17
7.2097097030625140e-02,1.1840000000000000e+03,1.0155603781255394e-14,4.1272499521159702e-16,1.4592032143965279e-16,-7.9976014060442115e-13,4.6310824177607020e-16,1.6373348909161921e-16,7.8953619747436668e-13,1.2382029316034393e-16,4.3777084471092738e-17,-6.8339348799023131e-17,6.3663458966335108e-17,2.2508431774443531e-17
7.2480592227596549e-02,1.1800000000000000e+03,1.0022629829089876e-14,4.0184900607078105e-16,1.4207507860286167e-16,-7.8867249142641001e-13,4.0348411216546184e-16,1.4265317590661581e-16,7.7861691345160799e-13,1.1278284555864586e-16,3.9874757448016792e-17,-3.2948145712189356e-17,3.9415054130557179e-17,1.3935326028275908e-17
7.2864087424567958e-02,1.1680000000000000e+03,9.8267261005278301e-15,3.9833919857618128e-16,1.4083417426281624e-16,-7.7258795835002061e-13,4.7314186473150892e-16,1.6728091050744906e-16,7.6268617927292431e-13,8.3660275284947788e-17,2.9578373984959948e-17,-7.5052976568330977e-17,4.5464889253223337e-17,1.6074265748424805e-17
7.3247582621539367e-02,1.2320000000000000e+03,1.0275127570659852e-14,4.1082174724893098e-16,1.4524742166931247e-16,-8.0638073133238370e-13,3.7832414089378990e-16,1.3375778275628684e-16,7.9605691311543861e-13,1.4368948256037140e-16,5.0801903751812380e-17,-4.8690646285182497e-17,6.3947209134710669e-17,2.2608752608554125e-17
7.3631077818510776e-02,1.1920000000000000e+03,9.8522159428403131e-15,3.9192444566267151e-16,1.3856621662042679e-16,-7.7206629202524890e-13,4.0526596694686997e-16,1.4328315670612749e-16,7.6213299955362501e-13,3.4852590747538347e-17,1.2322251629751944e-17,-8.1076528783682154e-17,7.3116628177207378e-17,2.5850631800799365e-17
7.4014573015482185e-02,1.2200000000000000e+03,9.9804803715215588e-15,4.0069573324505340e-16,1.4166733508504658e-16,-7.8214749879733475e-13,3.2237667563025739e-16,1.1397736671726550e-16,7.7210022944707619e-13,1.4311712385261670e-16,5.0599544390050123e-17,-6.6788978736990139e-17,7.0371636153396228e-17,2.4880130563629439e-17
7.4398068212453594e-02,1.2160000000000000e+03,9.8569994117674120e-15,3.8766099333011038e-16,1.3705885859261701e-16,-7.7143811080209296e-13,4.1072754992198059e-16,1.4521411788498433e-16,7.6155113105619807e-13,9.3496957609761807e-17,3.3056166373086874e-17,-2.9980334127607092e-17,7.3981761779761426e-17,2.6156502719298522e-17
7.4781563409425003e-02,1.2400000000000000e+03,9.9588086252541458e-15,3.9883109847915581e-16,1.4100808714134540e-16,-7.7867776840746361e-13,4.8988032500582182e-16,1.7319884989074320e-16,7.6864945919276970e-13,1.3959964758711007e-16,4.9355928730048890e-17,-6.9500589439665727e-17,3.8895935152696711e-17,1.3751789753532027e-17
7.5165058606396412e-02,1.2360000000000000e+03,9.8377014459695955e-15,3.9766510951060884e-16,1.4059584778812125e-16,-7.6820823181928878e-13,4.1777262559591056e-16,1.4770492827648847e-16,7.5831731076964621e-13,1.0401746110414371e-16,3.6775726054273979e-17,-5.3219603672997687e-17,4.2788209935359625e-17,1.5127916700063199e-17
7.5548553803367821e-02,1.2560000000000000e+03,9.8989629299568017e-15,3.9565161032519226e-16,1.3988396832416043e-16,-7.7262937264699665e-13,4.2387737197792241e-16,1.4986328205856079e-16,7.6264497254152099e-13,1.3650570163791827e-16,4.8262053649399805e-17,-8.5437175519024505e-17,8.3719979931117983e-17,2.9599482765047598e-17
7.5932049000339244e-02,1.2160000000000000e+03,9.4990083439679601e-15,3.7730842090078390e-16,1.3339867150886619e-16,-7.4053295388111918e-13,4.8499964008165239e-16,1.7147326718738562e-16,7.3096696332268911e-13,1.8201153036463985e-16,6.4350793687489016e-17,-6.6982214462054993e-17,4.8117436300671857e-17,1.7012082750758404e-17
7.6315544197310653e-02,1.2800000000000000e+03,9.9086318447106236e-15,4.0004617455826098e-16,1.4143768140894180e-16,-7.7171637503221460e-13,3.6872963841904420e-16,1.3036561387528493e-16,7.6172976520510294e-13,8.4692350620868868e-17,2.9943267719322538e-17,-7.7977982401001610e-17,3.9828441549967905e-17,1.4081480552037177e-17
7.6699039394282062e-02,1.2280000000000000e+03,9.4117976373145022e-15,3.7497503541836389e-16,1.3257369515999547e-16,-7.3304968666181170e-13,3.3225209747371564e-16,1.1746885559355903e-16,7.2355847548946840e-13,1.5713128246004525e-16,5.5554297682018401e-17,-7.9413535028686530e-17,6.3922799970334799e-17,2.2600122665727485e-17
7.7082534591253471e-02,1.2480000000000000e+03,9.4744433988139977e-15,3.7334193462163605e-16,1.3199630683613176e-16,-7.3764096381072789e-13,3.9639290214279598e-16,1.4014605455969328e-16,7.2808358243902983e-13,9.4002776042020956e-17,3.3235000194836668e-17,-8.2937972884022708e-17,5.9748445108607812e-17,2.1124265350824392e-17
7.7466029788224880e-02,1.2880000000000000e+03,9.6917834443905237e-15,3.8456150937468934e-16,1.3596302553108844e-16,-7.5380339741373754e-13,4.5114814914267808e-16,1.5950495778927379e-16,7.4404568240578637e-13,9.6218981323309830e-17,3.4018547086287074e-17,-6.5931563560754421e-17,4.6396675271903203e-17,1.6403701854636478e-17
7.7849524985196289e-02,1.2600000000000000e+03,9.3975665963442300e-15,3.7487862481222965e-16,1.3253960886330754e-16,-7.3015325565754050e-13,3.2499919773634012e-16,1.1490456829977686e-16,7.2068689264899459e-13,1.2544335781243357e-16,4.4350924481991124e-17,-6.8796412201604004e-17,4.6064380184461389e-17,1.6286217799793936e-17
7.8233020182167698e-02,1.3120000000000000e+03,9.6987677195888268e-15,3.8397671975197131e-16,1.3575627117719272e-16,-7.5278383652692747e-13,3.2138284019106708e-16,1.1362599282804802e-16,7.4298380580200608e-13,1.3638956607236698e-16,4.8220993526430679e-17,-1.0126300533266249e-16,4.9438807536549954e-17,1.7479258031435532e-17
7.8616515379139107e-02,1.2480000000000000e+03,9.1370724417949263e-15,3.5735879471163744e-16,1.2634541352862508e-16,-7.0920216105071341e-13,3.7483777968049546e-16,1.3252516792849370e-16,7.0000550044949793e-13,1.2334682127701671e-16,4.3609686881391816e-17,-5.9588159420572380e-17,3.0725619626177049e-17,1.0863146996914132e-17
7.9000010576110516e-02,1.3040000000000000e+03,9.4617515955698314e-15,3.7174453948985102e-16,1.3143154237117198e-16,-7.3394824420214510e-13,3.0698653905628463e-16,1.0853613174984388e-16,7.2440432124879842e-13,1.2216476786400503e-16,4.3191767889359181e-17,-8.2171357776925345e-17,7.1881364803634411e-17,2.5413900246796955e-17
